ACCOUNT_ID,CUSTOMER_ID,BRANCH_ID,OPENING_BALANCE,ACCOUNT_OPEN_DATE,ACCOUNT_TYPE,ACCOUNT_STATUS
A00885,C00885,B00015,355462,2022-05-18,Checking,Active
A00886,C00886,B00002,481231,2021-02-14,Savings,Closed
A00887,C00887,B00017,499623,2018-02-25,Savings,Active
A00888,C00888,B00033,99449,2022-09-04,Fixed Deposit,Active
A00889,C00889,B00007,338475,2020-01-12,Fixed Deposit,Active
A00890,C00890,B00021,91683,2014-08-09,Fixed Deposit,Active
A00891,C00891,B00019,824249,2023-03-23,Fixed Deposit,Pending
A00892,C00892,B00049,542532,2021-06-02,Fixed Deposit,Active
A00893,C00893,B00008,135123,2021-11-09,Checking,Active
A00894,C00894,B00044,158658,2019-08-21,Savings,Closed
A00895,C00895,B00030,835596,2020-03-12,Fixed Deposit,Pending
A00896,C00896,B00020,121560,2021-10-31,Fixed Deposit,Active
A00897,C00897,B00047,767790,2018-03-02,Savings,Pending
A00898,C00898,B00036,596471,2019-07-12,Fixed Deposit,Closed
A00899,C00899,B00025,853312,2014-07-10,Savings,Active
A00900,C00900,B00022,450109,2020-08-02,Checking,Pending
A00901,C00901,B00047,509058,2022-08-23,Fixed Deposit,Closed
A00902,C00902,B00007,980674,2019-01-28,Fixed Deposit,Closed
A00903,C00903,B00017,811258,2022-06-28,Checking,Closed
A00904,C00904,B00041,574924,2017-04-28,Savings,Closed
A00905,C00905,B00019,39327,2019-04-12,Savings,Pending
A00906,C00906,B00027,100287,2022-01-24,Savings,Pending
A00907,C00907,B00011,5566,2017-09-17,Checking,Closed
A00908,C00908,B00049,712115,2015-03-22,Fixed Deposit,Pending
A00909,C00909,B00002,237925,2019-05-06,Fixed Deposit,Active
A00910,C00910,B00050,532487,2020-05-24,Fixed Deposit,Active
A00911,C00911,B00049,311271,2020-11-13,Fixed Deposit,Active
A00912,C00912,B00042,907474,2015-01-29,Checking,Pending
A00913,C00913,B00002,506089,2023-05-14,Fixed Deposit,Active
A00914,C00914,B00029,783469,2018-09-13,Checking,Active
A00915,C00915,B00029,913183,2016-11-16,Savings,Pending
A00916,C00916,B00039,249866,2014-06-20,Checking,Closed
A00917,C00917,B00018,439556,2014-11-27,Checking,Closed
A00918,C00918,B00019,616420,2022-06-15,Fixed Deposit,Active
A00919,C00919,B00007,889821,2021-04-18,Fixed Deposit,Active
A00920,C00920,B00028,513958,2022-10-10,Fixed Deposit,Active
A00921,C00921,B00023,635665,2019-11-22,Savings,Active
A00922,C00922,B00008,788825,2016-06-23,Fixed Deposit,Active
A00923,C00923,B00034,366758,2021-05-05,Fixed Deposit,Pending
A00924,C00924,B00049,63579,2022-05-27,Savings,Closed
A00925,C00925,B00006,324319,2022-04-02,Checking,Active
A00926,C00926,B00043,374554,2020-09-20,Checking,Pending
A00927,C00927,B00044,317121,2016-05-11,Fixed Deposit,Active
A00928,C00928,B00014,851869,2014-01-22,Checking,Active
A00929,C00929,B00043,66434,2020-04-10,Checking,Pending
A00930,C00930,B00050,504341,2014-11-06,Fixed Deposit,Closed
A00931,C00931,B00021,724690,2016-07-04,Checking,Closed
A00932,C00932,B00028,451148,2022-05-21,Fixed Deposit,Active
A00933,C00933,B00028,515830,2020-08-09,Checking,Closed
A00934,C00934,B00034,850863,2018-12-31,Savings,Pending
A00935,C00935,B00032,474265,2017-01-16,Savings,Closed
A00936,C00936,B00023,986390,2021-06-23,Fixed Deposit,Active
A00937,C00937,B00034,280017,2015-01-28,Checking,Active
A00938,C00938,B00022,247677,2015-01-27,Checking,Pending
A00939,C00939,B00024,168297,2015-09-01,Checking,Active
A00940,C00940,B00042,53669,2014-11-16,Fixed Deposit,Pending
A00941,C00941,B00043,825123,2014-12-31,Savings,Pending
A00942,C00942,B00028,670439,2014-04-21,Checking,Closed
A00943,C00943,B00020,419947,2019-06-11,Fixed Deposit,Pending
A00944,C00944,B00017,296527,2018-04-10,Fixed Deposit,Closed
A00945,C00945,B00008,297957,2022-12-24,Checking,Active
A00946,C00946,B00039,573440,2018-09-23,Checking,Closed
A00947,C00947,B00038,105220,2015-09-14,Checking,Pending
A00948,C00948,B00032,185336,2019-10-31,Checking,Pending
A00949,C00949,B00024,684312,2014-02-28,Checking,Active
A00950,C00950,B00004,137528,2014-08-10,Checking,Pending
A00951,C00951,B00002,470771,2015-12-08,Fixed Deposit,Active
A00952,C00952,B00034,657641,2018-05-08,Savings,Active
A00953,C00953,B00047,633613,2020-07-27,Checking,Closed
A00954,C00954,B00020,738833,2018-04-27,Checking,Active
A00955,C00955,B00047,353045,2017-05-12,Fixed Deposit,Pending
A00956,C00956,B00044,24450,2017-03-30,Checking,Closed
A00957,C00957,B00005,772987,2021-01-04,Fixed Deposit,Active
A00958,C00958,B00026,659673,2021-04-08,Savings,Pending
A00959,C00959,B00044,262188,2021-08-17,Checking,Pending
A00960,C00960,B00039,815225,2013-12-02,Fixed Deposit,Closed
A00961,C00961,B00012,920995,2023-02-08,Checking,Active
A00962,C00962,B00018,910159,2018-05-28,Fixed Deposit,Pending
A00963,C00963,B00049,46618,2022-11-29,Savings,Closed
A00964,C00964,B00029,543549,2016-05-01,Checking,Active
A00965,C00965,B00012,46479,2013-11-04,Savings,Closed
A00966,C00966,B00038,368709,2019-05-11,Fixed Deposit,Closed
A00967,C00967,B00035,212369,2017-08-26,Checking,Active
A00968,C00968,B00028,157607,2023-03-21,Savings,Pending
A00969,C00969,B00039,710980,2014-03-24,Fixed Deposit,Pending
A00970,C00970,B00026,871946,2020-03-05,Checking,Active
A00971,C00971,B00027,197047,2019-03-12,Checking,Closed
A00972,C00972,B00011,728146,2014-04-03,Fixed Deposit,Pending
A00973,C00973,B00035,804348,2014-08-22,Fixed Deposit,Closed
A00974,C00974,B00027,141943,2014-04-19,Fixed Deposit,Pending
A00975,C00975,B00039,475502,2019-02-18,Savings,Closed
A00976,C00976,B00022,685449,2016-10-25,Fixed Deposit,Closed
A00977,C00977,B00042,964410,2018-07-03,Fixed Deposit,Closed
A00978,C00978,B00031,707470,2021-06-06,Savings,Active
A00979,C00979,B00006,996769,2022-08-30,Fixed Deposit,Pending
A00980,C00980,B00007,14188,2014-03-28,Fixed Deposit,Closed
A00981,C00981,B00037,713930,2021-08-17,Checking,Active
A00982,C00982,B00037,422934,2022-06-11,Savings,Active
A00983,C00983,B00039,119409,2022-07-16,Savings,Active
A00984,C00984,B00020,600366,2022-09-13,Savings,Closed
A00985,C00985,B00047,903787,2020-05-17,Savings,Pending
A00986,C00986,B00038,966493,2018-12-07,Checking,Pending
A00987,C00987,B00031,577227,2019-02-02,Fixed Deposit,Active
A00988,C00988,B00026,494431,2020-12-22,Checking,Active
A00989,C00989,B00046,365273,2021-08-31,Fixed Deposit,Active
A00990,C00990,B00023,977533,2018-09-20,Savings,Pending
A00991,C00991,B00022,671134,2016-06-28,Checking,Closed
A00992,C00992,B00007,904654,2016-01-30,Fixed Deposit,Closed
A00993,C00993,B00013,114510,2020-11-22,Savings,Closed
A00994,C00994,B00034,695934,2014-03-16,Checking,Closed
A00995,C00995,B00026,696251,2018-11-15,Savings,Active
A00996,C00996,B00031,792050,2023-03-27,Fixed Deposit,Active
A00997,C00997,B00022,670378,2017-12-21,Checking,Active
A00998,C00998,B00004,951100,2013-11-15,Savings,Pending
A00999,C00999,B00048,825454,2017-11-04,Savings,Active
A01000,C01000,B00049,43474,2015-01-10,Savings,Closed
A00001,C00001,B00021,760870,2017-05-08,Fixed Deposit,Active
A00002,C00002,B00005,412781,2019-01-13,Checking,Active
A00003,C00003,B00032,414033,2017-10-06,Savings,Closed
A00004,C00004,B00027,506021,2020-07-23,Checking,Pending
A00005,C00005,B00024,457579,2021-05-01,Fixed Deposit,Pending
A00006,C00006,B00024,747732,2018-03-20,Savings,Closed
A00007,C00007,B00020,972492,2014-05-22,Fixed Deposit,Closed
A00008,C00008,B00049,322479,2018-12-02,Checking,Active
A00009,C00009,B00005,804102,2020-06-30,Savings,Pending
A00010,C00010,B00050,129150,2016-10-22,Savings,Pending
A00011,C00011,B00013,433578,2016-09-03,Checking,Pending
A00012,C00012,B00028,840259,2020-03-17,Savings,Closed
A00013,C00013,B00026,134442,2016-05-29,Checking,Closed
A00014,C00014,B00036,319179,2017-03-02,Savings,Closed
A00015,C00015,B00029,735121,2023-07-31,Fixed Deposit,Active
A00016,C00016,B00019,948972,2014-02-07,Savings,Closed
A00017,C00017,B00030,192955,2022-11-29,Fixed Deposit,Pending
A00018,C00018,B00046,35680,2018-07-10,Checking,Closed
A00019,C00019,B00028,815835,2018-08-21,Savings,Closed
A00020,C00020,B00003,916044,2018-04-19,Savings,Active
A00021,C00021,B00049,558028,2023-08-02,Fixed Deposit,Pending
A00022,C00022,B00037,617129,2018-08-25,Savings,Pending
A00023,C00023,B00009,817631,2018-11-15,Savings,Closed
A00024,C00024,B00019,894840,2022-05-05,Checking,Pending
A00025,C00025,B00021,780326,2019-07-29,Fixed Deposit,Closed
A00026,C00026,B00010,886433,2013-12-29,Checking,Closed
A00027,C00027,B00047,728964,2020-02-28,Checking,Active
A00028,C00028,B00020,779359,2020-01-15,Checking,Closed
A00029,C00029,B00046,884645,2015-10-11,Fixed Deposit,Active
A00030,C00030,B00039,378352,2018-02-04,Savings,Closed
A00031,C00031,B00022,41567,2021-08-08,Checking,Pending
A00032,C00032,B00012,576124,2016-09-29,Fixed Deposit,Pending
A00033,C00033,B00031,638054,2016-01-24,Checking,Pending
A00034,C00034,B00005,628208,2023-03-26,Savings,Closed
A00035,C00035,B00036,705891,2022-01-04,Checking,Pending
A00036,C00036,B00043,614563,2014-01-08,Savings,Closed
A00037,C00037,B00022,556756,2016-07-11,Checking,Active
A00038,C00038,B00033,491787,2018-03-16,Checking,Pending
A00039,C00039,B00039,149585,2020-08-25,Savings,Active
A00040,C00040,B00043,140350,2017-11-22,Fixed Deposit,Active
A00041,C00041,B00014,969086,2020-10-13,Savings,Closed
A00042,C00042,B00048,802786,2016-03-16,Savings,Closed
A00043,C00043,B00007,72593,2018-06-24,Checking,Active
A00044,C00044,B00001,464515,2022-01-10,Checking,Active
A00045,C00045,B00032,736129,2016-01-16,Checking,Closed
A00046,C00046,B00018,420561,2020-12-08,Checking,Closed
A00047,C00047,B00023,56424,2016-01-28,Savings,Active
A00048,C00048,B00004,708323,2022-11-08,Fixed Deposit,Closed
A00049,C00049,B00047,930475,2016-11-03,Checking,Closed
A00050,C00050,B00038,848270,2023-02-22,Fixed Deposit,Active
A00051,C00051,B00026,658995,2020-11-20,Checking,Active
A00052,C00052,B00039,250135,2019-06-29,Checking,Active
A00053,C00053,B00029,209635,2023-08-17,Checking,Pending
A00054,C00054,B00022,121718,2016-12-02,Savings,Pending
A00055,C00055,B00023,915695,2019-01-12,Checking,Active
A00056,C00056,B00009,592707,2023-06-15,Checking,Pending
A00057,C00057,B00041,581243,2015-04-03,Savings,Active
A00058,C00058,B00002,937987,2022-05-29,Savings,Pending
A00059,C00059,B00012,814048,2017-05-25,Fixed Deposit,Closed
A00060,C00060,B00047,239611,2015-02-01,Checking,Closed
A00061,C00061,B00029,721114,2018-12-21,Checking,Closed
A00062,C00062,B00005,442671,2015-07-04,Checking,Active
A00063,C00063,B00019,210537,2016-10-15,Checking,Active
A00064,C00064,B00004,183029,2022-06-29,Savings,Closed
A00065,C00065,B00033,287217,2016-07-12,Savings,Active
A00066,C00066,B00038,891524,2022-08-15,Fixed Deposit,Closed
A00067,C00067,B00020,61983,2020-07-02,Savings,Active
A00068,C00068,B00011,706931,2022-10-07,Savings,Pending
A00069,C00069,B00012,684091,2016-08-20,Fixed Deposit,Active
A00070,C00070,B00041,808459,2015-08-08,Fixed Deposit,Active
A00071,C00071,B00033,125157,2022-11-20,Savings,Pending
A00072,C00072,B00018,289900,2018-03-29,Savings,Closed
A00073,C00073,B00050,24744,2019-11-15,Fixed Deposit,Pending
A00074,C00074,B00050,649965,2017-10-18,Savings,Pending
A00075,C00075,B00016,426345,2020-05-25,Savings,Closed
A00076,C00076,B00044,655357,2014-02-17,Fixed Deposit,Closed
A00077,C00077,B00034,323115,2019-05-24,Savings,Closed
A00078,C00078,B00002,586441,2019-02-16,Savings,Closed
A00079,C00079,B00048,732985,2014-05-01,Fixed Deposit,Pending
A00080,C00080,B00031,850774,2015-04-21,Savings,Active
A00081,C00081,B00023,330672,2016-01-28,Fixed Deposit,Closed
A00082,C00082,B00003,543441,2023-07-10,Savings,Pending
A00083,C00083,B00009,555140,2013-12-21,Checking,Closed
A00084,C00084,B00019,61580,2019-06-21,Savings,Active
A00085,C00085,B00042,166064,2015-11-25,Savings,Closed
A00086,C00086,B00011,438841,2016-03-26,Savings,Pending
A00087,C00087,B00003,484708,2018-01-18,Fixed Deposit,Active
A00088,C00088,B00041,338506,2022-01-26,Fixed Deposit,Pending
A00089,C00089,B00025,625960,2014-07-28,Fixed Deposit,Active
A00090,C00090,B00039,524985,2017-04-30,Fixed Deposit,Active
A00091,C00091,B00041,504015,2015-12-28,Checking,Closed
A00092,C00092,B00014,259433,2015-09-28,Savings,Pending
A00093,C00093,B00029,48215,2016-05-06,Fixed Deposit,Pending
A00094,C00094,B00026,795677,2020-10-21,Checking,Active
A00095,C00095,B00006,70726,2019-08-14,Savings,Active
A00096,C00096,B00018,953707,2014-11-14,Fixed Deposit,Pending
A00097,C00097,B00008,591923,2015-12-08,Savings,Closed
A00098,C00098,B00032,314960,2021-07-29,Checking,Pending
A00099,C00099,B00002,342606,2017-04-29,Fixed Deposit,Pending
A00100,C00100,B00044,755388,2022-03-27,Checking,Active
A00101,C00101,B00005,831000,2016-11-11,Fixed Deposit,Active
A00102,C00102,B00046,968701,2019-01-19,Checking,Closed
A00103,C00103,B00002,699868,2021-08-09,Fixed Deposit,Closed
A00104,C00104,B00001,354753,2022-11-09,Savings,Closed
A00105,C00105,B00005,148245,2022-05-25,Checking,Closed
A00106,C00106,B00037,648179,2016-11-14,Fixed Deposit,Active
A00107,C00107,B00047,689130,2018-08-21,Checking,Closed
A00108,C00108,B00018,980144,2018-10-20,Checking,Active
A00109,C00109,B00004,921133,2022-09-12,Savings,Pending
A00110,C00110,B00018,823599,2018-03-28,Checking,Active
A00111,C00111,B00038,885116,2022-01-28,Checking,Pending
A00112,C00112,B00038,55641,2014-03-10,Savings,Closed
A00113,C00113,B00024,985106,2018-05-16,Savings,Pending
A00114,C00114,B00022,637406,2016-05-11,Savings,Active
A00115,C00115,B00015,230089,2020-04-28,Savings,Closed
A00116,C00116,B00011,926603,2021-10-18,Savings,Pending
A00117,C00117,B00024,124291,2016-09-19,Savings,Active
A00118,C00118,B00046,637963,2022-07-21,Savings,Closed
A00119,C00119,B00022,904645,2022-01-17,Savings,Pending
A00120,C00120,B00044,82702,2022-09-18,Checking,Closed
A00121,C00121,B00025,106070,2023-07-27,Fixed Deposit,Pending
A00122,C00122,B00020,545345,2022-03-25,Fixed Deposit,Active
A00123,C00123,B00034,556838,2015-05-01,Savings,Closed
A00124,C00124,B00010,893947,2023-08-02,Checking,Active
A00125,C00125,B00006,820311,2022-05-28,Savings,Closed
A00126,C00126,B00049,28641,2022-08-24,Savings,Active
A00127,C00127,B00026,518831,2014-08-12,Savings,Pending
A00128,C00128,B00036,164431,2015-09-04,Fixed Deposit,Closed
A00129,C00129,B00001,460266,2018-06-19,Savings,Active
A00130,C00130,B00036,606584,2020-02-06,Savings,Closed
A00131,C00131,B00021,377337,2022-12-20,Fixed Deposit,Active
A00132,C00132,B00019,485659,2016-11-07,Checking,Pending
A00133,C00133,B00011,529346,2018-06-16,Fixed Deposit,Pending
A00134,C00134,B00030,811857,2016-11-30,Savings,Active
A00135,C00135,B00041,650877,2016-06-19,Checking,Active
A00136,C00136,B00040,125569,2015-03-30,Checking,Closed
A00137,C00137,B00023,643634,2017-12-09,Fixed Deposit,Closed
A00138,C00138,B00030,136936,2017-05-05,Savings,Active
A00139,C00139,B00033,634246,2019-05-17,Savings,Closed
A00140,C00140,B00047,24645,2018-11-28,Checking,Closed
A00141,C00141,B00006,613816,2017-06-03,Fixed Deposit,Active
A00142,C00142,B00003,420934,2015-12-18,Savings,Active
A00143,C00143,B00022,999292,2019-04-12,Fixed Deposit,Pending
A00144,C00144,B00036,95215,2013-11-09,Checking,Active
A00145,C00145,B00026,864784,2014-09-06,Fixed Deposit,Active
A00146,C00146,B00012,317696,2016-07-27,Checking,Closed
A00147,C00147,B00034,886803,2021-03-12,Fixed Deposit,Pending
A00148,C00148,B00001,753468,2015-12-19,Checking,Closed
A00149,C00149,B00049,639299,2017-02-28,Checking,Closed
A00150,C00150,B00005,392649,2015-03-21,Checking,Pending
A00151,C00151,B00004,849966,2023-08-21,Checking,Active
A00152,C00152,B00047,488943,2023-02-13,Checking,Closed
A00153,C00153,B00034,623739,2020-10-18,Fixed Deposit,Closed
A00154,C00154,B00006,274572,2022-09-18,Fixed Deposit,Pending
A00155,C00155,B00041,586543,2014-07-03,Savings,Active
A00156,C00156,B00004,918406,2020-02-08,Savings,Closed
A00157,C00157,B00004,627818,2016-01-12,Checking,Active
A00158,C00158,B00025,648016,2022-08-07,Fixed Deposit,Closed
A00159,C00159,B00027,435681,2022-05-19,Checking,Pending
A00160,C00160,B00036,799601,2013-11-14,Fixed Deposit,Active
A00161,C00161,B00032,207615,2015-01-06,Savings,Active
A00162,C00162,B00034,168228,2019-11-14,Savings,Active
A00163,C00163,B00028,548555,2020-07-20,Fixed Deposit,Closed
A00164,C00164,B00047,963229,2015-03-27,Checking,Pending
A00165,C00165,B00028,192822,2021-01-15,Fixed Deposit,Closed
A00166,C00166,B00050,440358,2022-11-23,Checking,Closed
A00167,C00167,B00024,711388,2016-05-24,Checking,Active
A00168,C00168,B00045,840434,2023-01-31,Checking,Pending
A00169,C00169,B00029,654401,2018-10-07,Checking,Active
A00170,C00170,B00019,599452,2016-03-08,Checking,Pending
A00171,C00171,B00012,321092,2015-08-15,Checking,Active
A00172,C00172,B00027,278481,2016-01-17,Savings,Pending
A00173,C00173,B00040,912201,2016-10-24,Savings,Active
A00174,C00174,B00031,577522,2018-11-28,Savings,Closed
A00175,C00175,B00031,6304,2015-06-08,Checking,Pending
A00176,C00176,B00039,617382,2017-10-04,Checking,Active
A00177,C00177,B00009,334650,2015-06-16,Fixed Deposit,Active
A00178,C00178,B00032,142758,2021-07-21,Checking,Pending
A00179,C00179,B00024,825084,2015-03-22,Checking,Closed
A00180,C00180,B00028,432227,2021-12-18,Fixed Deposit,Closed
A00181,C00181,B00004,809059,2020-09-20,Fixed Deposit,Pending
A00182,C00182,B00020,689231,2014-06-04,Fixed Deposit,Closed
A00183,C00183,B00048,846527,2019-12-07,Checking,Closed
A00184,C00184,B00017,813476,2018-06-04,Checking,Closed
A00185,C00185,B00013,209222,2013-12-11,Checking,Pending
A00186,C00186,B00002,952805,2021-10-11,Fixed Deposit,Active
A00187,C00187,B00006,821484,2021-09-21,Fixed Deposit,Pending
A00188,C00188,B00002,662217,2017-11-13,Fixed Deposit,Pending
A00189,C00189,B00021,345618,2019-06-22,Checking,Active
A00190,C00190,B00033,420059,2016-04-22,Savings,Pending
A00191,C00191,B00022,705476,2018-01-27,Checking,Pending
A00192,C00192,B00012,316303,2020-08-21,Fixed Deposit,Closed
A00193,C00193,B00049,91885,2022-02-04,Checking,Closed
A00194,C00194,B00013,735992,2023-06-28,Savings,Pending
A00195,C00195,B00045,794620,2020-01-07,Checking,Active
A00196,C00196,B00038,21558,2020-01-15,Checking,Pending
A00197,C00197,B00002,706429,2016-11-07,Checking,Active
A00198,C00198,B00015,469697,2023-06-13,Savings,Active
A00199,C00199,B00012,847473,2020-02-04,Fixed Deposit,Closed
A00200,C00200,B00004,330378,2015-01-25,Checking,Closed
A00201,C00201,B00032,901014,2022-03-06,Fixed Deposit,Active
A00202,C00202,B00003,176438,2018-10-28,Savings,Pending
A00203,C00203,B00035,854094,2015-02-25,Savings,Pending
A00204,C00204,B00018,829541,2018-05-19,Savings,Pending
A00205,C00205,B00003,959655,2016-05-05,Fixed Deposit,Pending
A00206,C00206,B00043,308005,2019-02-16,Fixed Deposit,Active
A00207,C00207,B00028,206484,2023-06-11,Checking,Closed
A00208,C00208,B00031,511630,2022-12-30,Fixed Deposit,Active
A00209,C00209,B00013,510493,2018-06-25,Fixed Deposit,Pending
A00210,C00210,B00019,412457,2018-03-18,Savings,Closed
A00211,C00211,B00016,660687,2014-06-08,Fixed Deposit,Active
A00212,C00212,B00017,932393,2016-10-24,Savings,Active
A00213,C00213,B00027,119380,2020-04-24,Savings,Pending
A00214,C00214,B00028,880666,2016-04-27,Fixed Deposit,Closed
A00215,C00215,B00005,529247,2015-05-30,Savings,Active
A00216,C00216,B00016,141056,2021-10-21,Checking,Pending
A00217,C00217,B00019,684444,2019-10-06,Savings,Pending
A00218,C00218,B00008,444830,2022-02-23,Checking,Active
A00219,C00219,B00032,226394,2023-08-18,Fixed Deposit,Active
A00220,C00220,B00013,849249,2018-07-16,Fixed Deposit,Closed
A00221,C00221,B00027,185174,2021-07-25,Fixed Deposit,Pending
A00222,C00222,B00012,813924,2015-03-30,Checking,Pending
A00223,C00223,B00035,243943,2015-10-26,Savings,Closed
A00224,C00224,B00049,214381,2016-06-07,Fixed Deposit,Pending
A00225,C00225,B00014,813362,2018-04-17,Savings,Active
A00226,C00226,B00033,20997,2022-02-20,Checking,Active
A00227,C00227,B00002,807854,2018-06-25,Fixed Deposit,Closed
A00228,C00228,B00041,753645,2016-09-26,Savings,Closed
A00229,C00229,B00047,613293,2020-03-25,Savings,Active
A00230,C00230,B00002,176093,2020-06-23,Fixed Deposit,Pending
A00231,C00231,B00025,514956,2022-03-01,Checking,Closed
A00232,C00232,B00040,94976,2021-05-05,Fixed Deposit,Closed
A00233,C00233,B00044,383358,2014-01-06,Checking,Active
A00234,C00234,B00027,333420,2015-12-27,Savings,Active
A00235,C00235,B00020,894763,2014-06-17,Checking,Pending
A00236,C00236,B00028,872771,2018-09-10,Checking,Pending
A00237,C00237,B00048,323156,2023-03-14,Savings,Closed
A00238,C00238,B00025,261725,2022-12-13,Checking,Closed
A00239,C00239,B00043,931078,2021-02-10,Checking,Active
A00240,C00240,B00015,557626,2021-01-03,Fixed Deposit,Closed
A00241,C00241,B00018,701281,2020-07-25,Fixed Deposit,Pending
A00242,C00242,B00011,704089,2022-03-10,Fixed Deposit,Closed
A00243,C00243,B00009,579350,2019-05-30,Checking,Closed
A00244,C00244,B00032,732457,2016-11-24,Savings,Pending
A00245,C00245,B00007,290395,2020-07-12,Savings,Pending
A00246,C00246,B00039,341065,2018-08-19,Savings,Closed
A00247,C00247,B00009,477017,2017-10-09,Checking,Closed
A00248,C00248,B00015,288135,2021-04-01,Fixed Deposit,Pending
A00249,C00249,B00023,690787,2023-04-09,Fixed Deposit,Active
A00250,C00250,B00042,947341,2017-04-19,Savings,Closed
A00251,C00251,B00004,969863,2020-07-09,Savings,Pending
A00252,C00252,B00044,512681,2019-09-28,Savings,Active
A00253,C00253,B00001,733492,2017-04-24,Checking,Closed
A00254,C00254,B00024,479444,2013-12-28,Fixed Deposit,Active
A00255,C00255,B00017,990794,2020-06-18,Checking,Pending
A00256,C00256,B00003,483921,2021-01-01,Checking,Active
A00257,C00257,B00021,314475,2014-04-28,Checking,Closed
A00258,C00258,B00033,325127,2019-11-30,Checking,Closed
A00259,C00259,B00037,572012,2016-06-09,Fixed Deposit,Pending
A00260,C00260,B00031,442062,2020-05-12,Savings,Active
A00261,C00261,B00031,40174,2020-06-03,Fixed Deposit,Pending
A00262,C00262,B00029,89576,2018-08-27,Savings,Closed
A00263,C00263,B00048,213876,2014-04-07,Fixed Deposit,Closed
A00264,C00264,B00021,533919,2018-08-08,Fixed Deposit,Closed
A00265,C00265,B00007,390915,2014-01-23,Fixed Deposit,Active
A00266,C00266,B00022,679031,2019-09-01,Checking,Closed
A00267,C00267,B00045,918238,2018-03-31,Fixed Deposit,Pending
A00268,C00268,B00038,366576,2019-07-19,Fixed Deposit,Closed
A00269,C00269,B00038,501527,2021-06-23,Checking,Closed
A00270,C00270,B00035,576020,2018-01-09,Savings,Active
A00271,C00271,B00026,931440,2016-02-11,Fixed Deposit,Pending
A00272,C00272,B00041,921140,2015-12-07,Checking,Pending
A00273,C00273,B00029,999602,2017-04-04,Fixed Deposit,Closed
A00274,C00274,B00039,39049,2020-12-01,Fixed Deposit,Pending
A00275,C00275,B00042,94493,2023-08-15,Savings,Closed
A00276,C00276,B00045,832579,2014-10-07,Savings,Active
A00277,C00277,B00006,71568,2017-08-23,Checking,Closed
A00278,C00278,B00030,872853,2015-03-09,Fixed Deposit,Pending
A00279,C00279,B00035,943983,2023-05-13,Checking,Closed
A00280,C00280,B00031,627855,2015-02-03,Checking,Closed
A00281,C00281,B00041,177410,2022-06-01,Fixed Deposit,Pending
A00282,C00282,B00043,13119,2019-02-03,Fixed Deposit,Active
A00283,C00283,B00032,992875,2014-08-29,Savings,Closed
A00284,C00284,B00013,847681,2014-05-14,Savings,Closed
A00285,C00285,B00011,429076,2015-12-02,Fixed Deposit,Pending
A00286,C00286,B00037,914659,2021-06-05,Savings,Closed
A00287,C00287,B00010,859345,2016-08-12,Savings,Pending
A00288,C00288,B00045,840067,2022-02-10,Fixed Deposit,Closed
A00289,C00289,B00042,551699,2021-05-17,Savings,Active
A00290,C00290,B00020,854116,2014-08-05,Savings,Pending
A00291,C00291,B00033,264393,2017-06-15,Savings,Active
A00292,C00292,B00045,418871,2019-03-15,Checking,Active
A00293,C00293,B00008,587802,2021-12-29,Checking,Pending
A00294,C00294,B00046,281285,2015-07-21,Checking,Closed
A00295,C00295,B00033,231256,2021-04-15,Fixed Deposit,Closed
A00296,C00296,B00030,291102,2022-12-21,Checking,Closed
A00297,C00297,B00046,519899,2019-05-17,Fixed Deposit,Active
A00298,C00298,B00010,751550,2021-05-04,Checking,Closed
A00299,C00299,B00014,529013,2016-01-21,Savings,Pending
A00300,C00300,B00024,832390,2013-12-12,Savings,Closed
A00301,C00301,B00050,438481,2022-01-08,Savings,Active
A00302,C00302,B00014,151225,2018-05-29,Fixed Deposit,Closed
A00303,C00303,B00044,842092,2022-10-15,Checking,Pending
A00304,C00304,B00018,155103,2021-07-24,Checking,Active
A00305,C00305,B00004,539867,2017-05-13,Savings,Closed
A00306,C00306,B00005,750703,2018-08-24,Fixed Deposit,Active
A00307,C00307,B00014,868870,2021-06-11,Fixed Deposit,Active
A00308,C00308,B00048,687089,2020-08-05,Checking,Active
A00309,C00309,B00036,920416,2018-10-03,Checking,Pending
A00310,C00310,B00025,280213,2014-07-09,Savings,Pending
A00311,C00311,B00027,257757,2016-11-23,Fixed Deposit,Active
A00312,C00312,B00031,243144,2015-06-10,Fixed Deposit,Closed
A00313,C00313,B00045,413443,2023-05-13,Checking,Active
A00314,C00314,B00006,116343,2022-01-11,Savings,Pending
A00315,C00315,B00038,273103,2021-10-12,Checking,Active
A00316,C00316,B00046,495508,2022-09-16,Checking,Active
A00317,C00317,B00007,861574,2022-07-30,Savings,Active
A00318,C00318,B00035,528242,2020-02-11,Fixed Deposit,Pending
A00319,C00319,B00003,512529,2018-11-29,Fixed Deposit,Pending
A00320,C00320,B00047,462354,2018-09-03,Checking,Active
A00321,C00321,B00026,256763,2022-05-07,Savings,Active
A00322,C00322,B00010,368950,2015-06-23,Savings,Active
A00323,C00323,B00013,272772,2020-05-27,Checking,Pending
A00324,C00324,B00029,101204,2019-03-08,Fixed Deposit,Pending
A00325,C00325,B00049,643557,2020-07-11,Checking,Closed
A00326,C00326,B00009,401671,2020-10-25,Fixed Deposit,Closed
A00327,C00327,B00040,635994,2020-07-14,Checking,Pending
A00328,C00328,B00019,807232,2020-02-15,Fixed Deposit,Closed
