TRANSCATION_ID,ACCOUNT_ID,TRANSCATION_DATE,TRANSCATION_MEDIA,TRANSCATION_TYPE,TRANSCATION_AMOUNT
T01923,A00574,2018-10-01,Check,Withdrawal,69307
T01924,A00397,2019-05-12,Cash,Purchase,53271
T01925,A00101,2019-04-27,Debit_Card,Withdrawal,88214
T01926,A00393,2016-04-11,Credit_Card,Transfer,33716
T01927,A00054,2018-04-17,Debit_Card,Purchase,28736
T01928,A00854,2015-06-27,Credit_Card,Transfer,95431
T01929,A00022,2021-12-25,Check,Purchase,8033
T01930,A00001,2018-02-23,Cash,Withdrawal,77423
T01931,A00670,2015-11-24,Debit_Card,Purchase,45654
T01932,A00768,2014-07-22,Check,Purchase,90526
T01933,A00594,2017-04-28,Cash,Withdrawal,90941
T01934,A00596,2020-04-30,Check,Deposit,57416
T01935,A00032,2020-07-07,Cash,Withdrawal,62855
T01936,A00212,2016-12-18,Cash,Purchase,10330
T01937,A00409,2017-05-01,Credit_Card,Purchase,62581
T01938,A00447,2023-05-08,Credit_Card,Purchase,53939
T01939,A00792,2021-12-02,Check,Deposit,4908
T01940,A00836,2020-10-01,Debit_Card,Transfer,13698
T01941,A00011,2021-10-22,Cash,Withdrawal,67490
T01942,A00871,2014-04-27,Cash,Purchase,28562
T01943,A00825,2022-01-10,Debit_Card,Transfer,5328
T01944,A00562,2019-06-01,Debit_Card,Purchase,8208
T01945,A00001,2022-10-14,Debit_Card,Deposit,20206
T01946,A00826,2020-07-22,Check,Transfer,23303
T01947,A00245,2021-09-15,Check,Deposit,42210
T01948,A00348,2014-04-30,Cash,Withdrawal,60941
T01949,A00327,2018-07-15,Check,Withdrawal,3106
T01950,A00832,2023-04-02,Cash,Deposit,2211
T01951,A00737,2016-05-19,Credit_Card,Purchase,91094
T01952,A00423,2018-07-22,Credit_Card,Deposit,80534
T01953,A00380,2017-03-09,Debit_Card,Transfer,43637
T01954,A00405,2014-08-31,Credit_Card,Deposit,23851
T01955,A00122,2023-02-23,Cash,Withdrawal,75374
T01956,A00731,2016-11-01,Credit_Card,Transfer,43772
T01957,A00534,2016-07-29,Check,Transfer,95199
T01958,A00862,2015-04-27,Cash,Purchase,78058
T01959,A00719,2023-06-13,Cash,Purchase,4370
T01960,A00490,2016-11-04,Debit_Card,Withdrawal,83475
T01961,A00882,2016-01-15,Debit_Card,Withdrawal,78064
T01962,A00070,2017-03-19,Check,Transfer,52695
T01963,A00285,2022-04-01,Credit_Card,Withdrawal,50335
T01964,A00385,2020-04-11,Check,Purchase,65678
T01965,A00274,2017-09-29,Cash,Purchase,77238
T01966,A00355,2017-11-11,Debit_Card,Transfer,89284
T01967,A00861,2019-04-21,Cash,Deposit,56748
T01968,A00508,2017-02-23,Debit_Card,Deposit,50712
T01969,A00127,2019-06-05,Debit_Card,Withdrawal,30872
T01970,A00763,2019-11-27,Cash,Transfer,51068
T01971,A00758,2016-07-12,Credit_Card,Purchase,29015
T01972,A00025,2021-05-07,Credit_Card,Purchase,53416
T01973,A00961,2022-09-04,Credit_Card,Transfer,27605
T01974,A00181,2022-12-11,Debit_Card,Withdrawal,37384
T01975,A00599,2021-12-23,Cash,Purchase,75447
T01976,A00311,2018-03-23,Check,Deposit,28055
T01977,A00431,2018-10-26,Debit_Card,Purchase,12053
T01978,A00334,2016-08-11,Cash,Deposit,33201
T01979,A00121,2023-08-18,Cash,Purchase,25039
T01980,A00882,2022-09-03,Credit_Card,Transfer,86774
T01981,A00282,2016-02-20,Cash,Transfer,34817
T01982,A00965,2019-09-26,Cash,Withdrawal,43023
T01983,A00523,2015-05-27,Cash,Transfer,54898
T01984,A00879,2014-05-19,Check,Transfer,56502
T01985,A00395,2019-07-06,Credit_Card,Withdrawal,62499
T01986,A00613,2017-04-02,Cash,Deposit,63661
T01987,A00446,2014-07-21,Check,Deposit,74485
T01988,A00294,2017-03-20,Credit_Card,Transfer,45867
T01989,A00954,2018-01-31,Credit_Card,Transfer,76577
T01990,A00813,2019-09-18,Debit_Card,Withdrawal,38320
T01991,A00346,2022-05-23,Credit_Card,Deposit,91917
T01992,A00118,2019-07-07,Debit_Card,Purchase,2892
T01993,A00711,2015-04-02,Cash,Transfer,68514
T01994,A00872,2017-01-26,Cash,Transfer,17162
T01995,A00033,2022-09-13,Cash,Withdrawal,15518
T01996,A00291,2014-04-24,Cash,Deposit,19803
T01997,A00968,2021-11-27,Check,Transfer,17535
T01998,A00329,2020-08-23,Debit_Card,Purchase,57730
T01999,A00430,2015-05-31,Check,Deposit,8740
T02000,A00544,2018-09-06,Check,Withdrawal,71931
T02001,A00518,2023-03-17,Check,Deposit,24294
T02002,A00682,2020-02-07,Debit_Card,Withdrawal,58122
T02003,A00267,2021-09-29,Credit_Card,Withdrawal,52337
T02004,A00158,2015-01-26,Cash,Withdrawal,98740
T02005,A00918,2021-04-06,Check,Deposit,49637
T02006,A00418,2020-10-19,Check,Deposit,13173
T02007,A00963,2017-03-03,Cash,Withdrawal,21898
T02008,A00595,2015-04-09,Debit_Card,Purchase,64393
T02009,A00841,2017-08-30,Cash,Withdrawal,55266
T02010,A00515,2014-03-19,Debit_Card,Purchase,8046
T02011,A00939,2019-06-18,Cash,Transfer,60849
T02012,A00387,2019-05-28,Debit_Card,Withdrawal,60678
T02013,A00420,2013-11-14,Credit_Card,Purchase,14509
T02014,A00191,2019-11-23,Check,Deposit,81493
T02015,A00184,2017-02-01,Debit_Card,Withdrawal,87934
T02016,A00161,2022-11-05,Debit_Card,Deposit,40107
T02017,A00264,2018-11-22,Debit_Card,Transfer,40800
T02018,A00283,2016-05-26,Check,Transfer,52311
T02019,A00876,2017-03-27,Credit_Card,Transfer,3569
T02020,A00543,2018-05-17,Credit_Card,Deposit,15350
T02021,A00484,2020-10-31,Cash,Transfer,98056
T02022,A00082,2016-05-06,Debit_Card,Transfer,50342
T02023,A00304,2021-06-09,Debit_Card,Transfer,70198
T02024,A00623,2014-12-19,Cash,Transfer,5707
T02025,A00427,2017-10-05,Cash,Withdrawal,37861
T02026,A00148,2016-08-21,Debit_Card,Purchase,57595
T02027,A00670,2015-05-03,Check,Purchase,31850
T02028,A00546,2020-05-17,Credit_Card,Purchase,65294
T02029,A00319,2014-04-20,Credit_Card,Deposit,91777
T02030,A00265,2018-06-04,Cash,Transfer,94123
T02031,A00959,2017-05-06,Check,Purchase,31740
T02032,A00845,2020-12-07,Check,Withdrawal,41458
T02033,A00784,2018-01-29,Cash,Transfer,86801
T02034,A00572,2016-03-18,Debit_Card,Transfer,77904
T02035,A00541,2015-08-25,Check,Purchase,50958
T02036,A00518,2016-07-01,Check,Transfer,72249
T02037,A00417,2015-07-14,Cash,Transfer,57679
T02038,A00274,2014-01-01,Cash,Transfer,51695
T02039,A00822,2023-03-22,Check,Purchase,61308
T02040,A00871,2019-11-12,Credit_Card,Withdrawal,13731
T02041,A00743,2014-07-29,Credit_Card,Purchase,11180
T02042,A00169,2016-12-12,Check,Deposit,93743
T02043,A00296,2015-04-11,Check,Purchase,67904
T02044,A00174,2019-04-19,Debit_Card,Deposit,29613
T02045,A00426,2014-05-28,Credit_Card,Withdrawal,14878
T02046,A00655,2023-01-02,Debit_Card,Deposit,11423
T02047,A00300,2020-07-12,Credit_Card,Deposit,2048
T02048,A00243,2016-09-13,Debit_Card,Deposit,59317
T02049,A00944,2016-10-07,Check,Deposit,8557
T02050,A00032,2016-09-09,Debit_Card,Deposit,40261
T02051,A00428,2015-11-20,Cash,Transfer,62819
T02052,A00298,2013-12-03,Check,Transfer,24186
T02053,A00426,2014-09-22,Cash,Withdrawal,46441
T02054,A00583,2021-03-21,Check,Transfer,45560
T02055,A00244,2015-01-13,Debit_Card,Transfer,42305
T02056,A00338,2018-12-11,Check,Withdrawal,92907
T02057,A00945,2014-06-05,Cash,Deposit,81342
T02058,A00735,2021-12-07,Check,Withdrawal,76987
T02059,A00085,2017-03-10,Cash,Deposit,81034
T02060,A00459,2016-11-03,Cash,Transfer,60826
T02061,A00464,2021-02-11,Cash,Deposit,82570
T02062,A00175,2016-08-28,Check,Deposit,14259
T02063,A00409,2017-01-22,Check,Deposit,97898
T02064,A00015,2018-03-13,Credit_Card,Deposit,41963
T02065,A00423,2018-10-25,Cash,Withdrawal,69024
T02066,A00032,2015-01-23,Credit_Card,Deposit,60598
T02067,A00864,2014-02-19,Debit_Card,Deposit,64285
T02068,A00412,2023-08-08,Debit_Card,Deposit,77671
T02069,A00407,2018-05-14,Debit_Card,Deposit,55744
T02070,A00555,2017-09-29,Check,Deposit,78714
T02071,A00596,2016-01-26,Debit_Card,Purchase,90484
T02072,A00374,2022-10-13,Debit_Card,Transfer,81847
T02073,A00394,2014-06-07,Debit_Card,Deposit,99023
T02074,A00525,2018-09-13,Check,Withdrawal,44152
T02075,A00084,2021-05-10,Debit_Card,Withdrawal,82961
T02076,A00005,2014-07-16,Check,Purchase,3360
T02077,A00752,2022-07-27,Debit_Card,Purchase,55590
T02078,A00272,2021-12-03,Credit_Card,Purchase,7776
T02079,A00586,2014-08-27,Check,Transfer,4039
T02080,A00960,2013-12-27,Debit_Card,Deposit,8523
T02081,A00925,2022-12-13,Cash,Withdrawal,69775
T02082,A00514,2014-01-22,Debit_Card,Transfer,10964
T02083,A00202,2021-01-17,Credit_Card,Purchase,27052
T02084,A00366,2019-02-20,Cash,Transfer,64333
T02085,A00895,2016-11-17,Credit_Card,Purchase,54573
T02086,A00639,2021-03-14,Credit_Card,Withdrawal,33494
T02087,A00610,2015-04-12,Credit_Card,Transfer,32801
T02088,A00570,2019-01-16,Credit_Card,Purchase,46810
T02089,A00697,2023-07-27,Cash,Withdrawal,94146
T02090,A00165,2017-09-01,Cash,Purchase,36064
T02091,A00263,2017-03-28,Debit_Card,Purchase,77840
T02092,A00117,2014-03-22,Check,Purchase,40646
T02093,A00171,2014-10-14,Debit_Card,Transfer,18516
T02094,A00863,2021-06-08,Debit_Card,Deposit,79792
T02095,A00584,2022-12-24,Credit_Card,Transfer,19553
T02096,A00741,2017-12-06,Check,Withdrawal,85137
T02097,A00676,2018-09-26,Check,Transfer,44307
T02098,A00557,2014-04-20,Check,Transfer,35506
T02099,A00909,2021-07-03,Debit_Card,Deposit,26526
T02100,A00442,2018-08-03,Check,Purchase,36939
T02101,A00751,2015-09-27,Debit_Card,Transfer,64030
T02102,A00606,2018-08-18,Check,Transfer,28880
T02103,A00654,2016-06-28,Credit_Card,Withdrawal,51010
T02104,A00410,2017-09-03,Credit_Card,Deposit,27572
T02105,A00489,2017-03-23,Check,Transfer,93917
T02106,A00043,2020-07-30,Debit_Card,Deposit,48173
T02107,A00574,2022-07-02,Debit_Card,Purchase,84461
T02108,A00463,2019-06-19,Credit_Card,Deposit,7221
T02109,A00349,2020-01-23,Check,Transfer,35865
T02110,A00360,2023-04-18,Cash,Deposit,46331
T02111,A00822,2014-04-24,Cash,Purchase,43275
T02112,A00704,2023-03-10,Check,Purchase,98142
T02113,A00846,2019-02-21,Cash,Deposit,45870
T02114,A00606,2023-04-23,Cash,Deposit,32043
T02115,A00433,2016-10-12,Credit_Card,Purchase,76360
T02116,A00007,2021-03-31,Cash,Transfer,27781
T02117,A00858,2017-05-09,Debit_Card,Withdrawal,92418
T02118,A00148,2018-11-08,Credit_Card,Withdrawal,5519
T02119,A00427,2016-10-01,Check,Purchase,54
T02120,A00736,2018-07-19,Credit_Card,Deposit,64341
T02121,A00834,2020-01-29,Credit_Card,Transfer,45521
T02122,A00931,2017-02-23,Cash,Purchase,26715
T02123,A00041,2017-09-02,Check,Deposit,25819
T02124,A00038,2015-09-13,Credit_Card,Deposit,20175
T02125,A00748,2014-08-07,Credit_Card,Withdrawal,87581
T02126,A00071,2021-11-18,Debit_Card,Transfer,7848
T02127,A00283,2016-12-19,Cash,Deposit,38856
T02128,A00607,2020-04-10,Debit_Card,Purchase,74251
T02129,A00305,2019-07-15,Check,Transfer,35499
T02130,A00067,2015-03-01,Debit_Card,Withdrawal,23053
T02131,A00298,2022-06-03,Debit_Card,Withdrawal,75397
T02132,A00889,2016-04-14,Cash,Transfer,78313
T02133,A00835,2015-05-24,Check,Purchase,22155
T02134,A00618,2020-09-03,Cash,Transfer,12547
T02135,A00791,2015-03-24,Check,Purchase,50171
T02136,A00559,2014-04-22,Cash,Withdrawal,92248
T02137,A00230,2014-02-18,Debit_Card,Deposit,65682
T02138,A00720,2021-10-14,Debit_Card,Transfer,58335
T02139,A00940,2020-07-15,Debit_Card,Withdrawal,79809
T02140,A00998,2022-04-08,Check,Deposit,42957
T02141,A00560,2019-03-01,Credit_Card,Purchase,66372
T02142,A00671,2014-09-30,Debit_Card,Transfer,24261
T02143,A00827,2015-11-19,Check,Withdrawal,30312
T02144,A00681,2015-06-11,Debit_Card,Transfer,97929
T02145,A00694,2014-12-18,Credit_Card,Deposit,49632
T02146,A00469,2015-11-28,Credit_Card,Transfer,71262
T02147,A00685,2014-10-24,Check,Deposit,17292
T02148,A00959,2014-12-08,Check,Transfer,9038
T02149,A00079,2020-01-27,Check,Transfer,46226
T02150,A00337,2019-06-17,Check,Deposit,98195
T02151,A00858,2016-08-14,Cash,Purchase,89656
T02152,A00724,2022-05-26,Check,Withdrawal,90516
T02153,A00596,2018-02-19,Check,Purchase,63040
T02154,A00552,2019-07-26,Credit_Card,Transfer,48194
T02155,A00782,2013-12-07,Credit_Card,Deposit,60049
T02156,A00306,2016-10-18,Cash,Purchase,90306
T02157,A00992,2021-11-14,Debit_Card,Purchase,37921
T02158,A00154,2019-06-12,Debit_Card,Transfer,85068
T02159,A00203,2019-06-17,Credit_Card,Purchase,4305
T02160,A00305,2020-03-13,Credit_Card,Deposit,43507
T02161,A00267,2017-11-19,Credit_Card,Transfer,11755
T02162,A00084,2014-01-27,Check,Deposit,19957
T02163,A00975,2014-01-25,Check,Purchase,29204
T02164,A00893,2022-12-28,Debit_Card,Deposit,9140
T02165,A00273,2020-06-10,Debit_Card,Transfer,98414
T02166,A00833,2021-09-26,Debit_Card,Purchase,5825
T02167,A00551,2017-03-26,Cash,Purchase,87444
T02168,A00573,2022-06-05,Check,Transfer,86447
T02169,A00543,2020-09-03,Debit_Card,Deposit,58178
T02170,A00007,2016-07-14,Debit_Card,Transfer,49348
T02171,A00023,2017-11-20,Debit_Card,Withdrawal,9584
T02172,A00472,2016-01-29,Cash,Withdrawal,69174
T02173,A00227,2015-05-24,Debit_Card,Withdrawal,73558
T02174,A00875,2016-06-13,Debit_Card,Deposit,45628
T02175,A00353,2016-10-29,Cash,Transfer,79017
T02176,A00210,2015-12-02,Debit_Card,Withdrawal,35773
T02177,A00183,2020-02-07,Cash,Withdrawal,45967
T02178,A00806,2022-04-15,Credit_Card,Purchase,86959
T02179,A00685,2015-06-08,Credit_Card,Deposit,88842
T02180,A00743,2022-12-01,Debit_Card,Deposit,10288
T02181,A00248,2023-02-02,Cash,Deposit,24171
T02182,A00386,2018-04-28,Debit_Card,Deposit,68100
T02183,A00726,2018-04-21,Check,Withdrawal,15803
T02184,A00765,2013-12-01,Check,Withdrawal,86739
T02185,A00911,2021-12-26,Cash,Deposit,50463
T02186,A00011,2021-02-28,Cash,Transfer,80205
T02187,A00668,2013-12-22,Debit_Card,Withdrawal,72469
T02188,A00300,2017-04-28,Check,Withdrawal,8590
T02189,A00239,2022-09-02,Check,Withdrawal,10444
T02190,A00117,2019-03-26,Debit_Card,Withdrawal,77501
T02191,A00440,2015-01-29,Cash,Withdrawal,94362
T02192,A00347,2020-07-30,Cash,Transfer,41826
T02193,A00683,2015-05-19,Check,Withdrawal,24272
T02194,A00646,2019-12-23,Credit_Card,Deposit,73026
T02195,A00763,2021-07-30,Cash,Transfer,6339
T02196,A00677,2019-11-21,Debit_Card,Purchase,25491
T02197,A00534,2014-04-29,Check,Withdrawal,66386
T02198,A00719,2017-03-26,Debit_Card,Withdrawal,59200
T02199,A00592,2021-11-18,Cash,Deposit,5455
T02200,A00973,2022-10-12,Cash,Deposit,24907
T02201,A00850,2017-02-12,Credit_Card,Deposit,56364
T02202,A00087,2015-09-11,Check,Deposit,47065
T02203,A00919,2015-10-15,Credit_Card,Purchase,1154
T02204,A00129,2021-03-02,Credit_Card,Transfer,31680
T02205,A00666,2015-04-21,Credit_Card,Transfer,84801
T02206,A00026,2017-06-30,Cash,Purchase,19285
T02207,A00745,2017-12-08,Credit_Card,Deposit,6931
T02208,A00911,2020-03-26,Cash,Withdrawal,31640
T02209,A00602,2018-04-23,Debit_Card,Transfer,14678
T02210,A00140,2018-02-09,Check,Deposit,73662
T02211,A00166,2022-01-08,Cash,Purchase,86330
T02212,A00756,2021-01-04,Debit_Card,Purchase,28090
T02213,A00908,2014-09-19,Check,Purchase,27688
T02214,A00440,2023-07-06,Check,Deposit,62582
T02215,A00195,2015-04-01,Check,Transfer,97968
T02216,A00584,2016-12-28,Cash,Deposit,2565
T02217,A00877,2020-09-23,Check,Transfer,87820
T02218,A00044,2013-11-10,Cash,Withdrawal,83572
T02219,A00175,2014-04-16,Debit_Card,Deposit,31814
T02220,A00127,2019-04-08,Debit_Card,Withdrawal,31748
T02221,A00382,2016-05-16,Cash,Deposit,76793
T02222,A00190,2017-04-19,Cash,Deposit,18445
T02223,A00257,2022-01-23,Check,Transfer,81332
T02224,A00577,2016-01-22,Cash,Purchase,51154
T02225,A00488,2020-05-02,Debit_Card,Purchase,29421
T02226,A00596,2017-01-22,Credit_Card,Purchase,20585
T02227,A00092,2016-02-22,Check,Transfer,68975
T02228,A00757,2020-11-28,Credit_Card,Deposit,51781
T02229,A00103,2019-05-07,Credit_Card,Transfer,24176
T02230,A00392,2013-11-16,Credit_Card,Transfer,93255
T02231,A00260,2022-11-09,Cash,Purchase,11808
T02232,A00520,2018-08-02,Check,Purchase,18645
T02233,A00795,2016-09-28,Check,Transfer,56709
T02234,A00998,2014-02-12,Check,Purchase,2305
T02235,A00150,2017-08-27,Debit_Card,Deposit,24457
T02236,A00108,2016-05-01,Debit_Card,Transfer,33239
T02237,A00947,2020-05-02,Cash,Transfer,18424
T02238,A00481,2016-01-28,Cash,Purchase,73056
T02239,A00580,2014-07-19,Debit_Card,Deposit,53894
T02240,A00781,2022-11-27,Cash,Purchase,12630
T02241,A00635,2016-10-25,Cash,Withdrawal,40533
T02242,A00827,2015-10-14,Debit_Card,Transfer,85588
T02243,A00908,2019-09-24,Cash,Withdrawal,18258
T02244,A00644,2017-09-12,Check,Transfer,15822
T02245,A00833,2018-01-29,Cash,Withdrawal,64592
T02246,A00985,2020-04-06,Debit_Card,Withdrawal,83918
T02247,A00097,2019-09-10,Cash,Purchase,77853
T02248,A00903,2021-11-24,Cash,Purchase,79924
T02249,A00657,2018-06-01,Check,Purchase,86912
T02250,A00081,2014-12-29,Check,Withdrawal,24823
T02251,A00475,2022-05-01,Check,Transfer,52026
T02252,A00553,2014-03-30,Check,Purchase,44307
T02253,A00070,2014-02-16,Credit_Card,Transfer,44824
T02254,A00528,2018-02-04,Credit_Card,Deposit,68227
T02255,A00373,2021-08-13,Credit_Card,Withdrawal,88889
T02256,A00295,2022-08-09,Credit_Card,Withdrawal,994
T02257,A00141,2018-02-04,Cash,Purchase,42194
T02258,A00505,2015-03-14,Debit_Card,Withdrawal,48336
T02259,A00516,2018-08-23,Check,Withdrawal,15637
T02260,A00641,2019-08-01,Cash,Transfer,31826
T02261,A00119,2022-09-11,Check,Purchase,14070
T02262,A00767,2019-08-03,Credit_Card,Withdrawal,23764
T02263,A00742,2021-01-18,Cash,Purchase,17720
T02264,A00178,2019-04-18,Debit_Card,Withdrawal,73297
T02265,A00078,2015-11-11,Credit_Card,Purchase,31742
T02266,A00040,2021-10-30,Cash,Deposit,37770
T02267,A00723,2023-01-13,Cash,Purchase,34631
T02268,A00070,2019-08-16,Cash,Purchase,68327
T02269,A00212,2023-08-12,Cash,Withdrawal,76030
T02270,A00045,2015-08-13,Debit_Card,Deposit,77219
T02271,A00519,2019-09-13,Check,Deposit,63398
T02272,A00920,2016-09-23,Check,Transfer,74023
T02273,A00575,2019-03-01,Cash,Purchase,68825
T02274,A00808,2023-04-23,Debit_Card,Deposit,73990
T02275,A00322,2022-04-09,Credit_Card,Purchase,29055
T02276,A00294,2013-11-09,Debit_Card,Withdrawal,68937
T02277,A00139,2023-05-14,Cash,Deposit,57012
T02278,A00021,2014-08-14,Credit_Card,Withdrawal,22172
T02279,A00555,2020-11-02,Debit_Card,Withdrawal,28303
T02280,A00883,2018-05-13,Debit_Card,Purchase,19918
T02281,A00345,2021-06-23,Check,Purchase,24780
T02282,A00897,2019-02-19,Debit_Card,Transfer,55729
T02283,A00032,2018-04-21,Debit_Card,Deposit,26829
T02284,A00690,2016-09-10,Credit_Card,Transfer,52680
T02285,A00655,2016-01-18,Check,Deposit,69343
T02286,A00440,2016-08-14,Cash,Deposit,36474
T02287,A00270,2020-06-08,Check,Purchase,71655
T02288,A00597,2023-02-26,Check,Purchase,6644
T02289,A00717,2016-05-08,Check,Withdrawal,74895
T02290,A00067,2021-12-25,Check,Transfer,9585
T02291,A00158,2019-10-30,Cash,Transfer,45058
T02292,A00902,2017-10-16,Cash,Withdrawal,75005
T02293,A00546,2015-03-23,Check,Transfer,84578
T02294,A00050,2021-08-07,Credit_Card,Transfer,66524
T02295,A00579,2017-12-17,Check,Deposit,66705
T02296,A00603,2018-03-20,Credit_Card,Transfer,47841
T02297,A00387,2017-09-02,Check,Withdrawal,31458
T02298,A00601,2022-01-09,Cash,Deposit,49077
T02299,A00003,2016-03-04,Check,Transfer,2842
T02300,A00953,2020-05-25,Credit_Card,Deposit,88159
T02301,A00187,2022-07-08,Credit_Card,Purchase,17578
T02302,A00026,2014-04-07,Credit_Card,Withdrawal,10384
T02303,A00835,2014-08-24,Credit_Card,Purchase,33870
T02304,A00267,2020-01-24,Cash,Purchase,53082
T02305,A00760,2017-08-05,Credit_Card,Deposit,94794
T02306,A00093,2018-09-24,Credit_Card,Deposit,60622
T02307,A00198,2013-10-25,Cash,Transfer,77250
T02308,A00363,2020-04-09,Credit_Card,Withdrawal,77051
T02309,A00924,2016-03-21,Check,Purchase,41290
T02310,A00601,2014-05-16,Cash,Withdrawal,94040
T02311,A00542,2015-05-22,Credit_Card,Purchase,18057
T02312,A00463,2019-06-30,Debit_Card,Deposit,34195
T02313,A00260,2019-06-20,Check,Purchase,57810
T02314,A00997,2022-06-02,Check,Transfer,97338
T02315,A00871,2014-12-21,Cash,Purchase,82103
T02316,A00220,2016-03-01,Cash,Transfer,52605
T02317,A00168,2022-01-13,Check,Transfer,32941
T02318,A00381,2019-08-05,Debit_Card,Purchase,5647
T02319,A00053,2022-07-19,Debit_Card,Purchase,52422
T02320,A00736,2023-01-15,Cash,Deposit,36885
T02321,A00565,2014-11-22,Credit_Card,Purchase,90377
T02322,A00520,2019-03-30,Debit_Card,Deposit,63631
T02323,A00767,2016-09-24,Credit_Card,Deposit,93302
T02324,A00187,2019-09-07,Cash,Purchase,44394
T02325,A00218,2015-12-02,Debit_Card,Deposit,4706
T02326,A00319,2016-03-22,Credit_Card,Withdrawal,94855
T02327,A00657,2021-01-26,Cash,Purchase,96911
T02328,A00717,2016-11-29,Cash,Transfer,15230
T02329,A00870,2016-11-16,Cash,Deposit,84287
T02330,A00706,2018-04-24,Credit_Card,Withdrawal,2587
T02331,A00476,2023-01-21,Cash,Deposit,59196
T02332,A00189,2022-08-22,Credit_Card,Purchase,19645
T02333,A00571,2018-06-29,Debit_Card,Transfer,33606
T02334,A00238,2014-09-25,Credit_Card,Withdrawal,57002
T02335,A00711,2019-12-10,Cash,Withdrawal,5648
T02336,A00681,2017-11-15,Check,Transfer,80221
T02337,A00153,2021-07-08,Debit_Card,Withdrawal,94248
T02338,A00729,2022-04-18,Debit_Card,Deposit,52485
T02339,A00504,2014-10-01,Debit_Card,Deposit,20848
T02340,A00959,2019-02-11,Cash,Withdrawal,9144
T02341,A00814,2017-11-05,Check,Transfer,32449
T02342,A00537,2023-04-06,Check,Purchase,18417
T02343,A00426,2021-08-06,Check,Withdrawal,21963
T02344,A00166,2018-01-31,Debit_Card,Withdrawal,96349
T02345,A00595,2018-11-18,Check,Withdrawal,63359
T02346,A00395,2020-02-13,Credit_Card,Withdrawal,57529
T02347,A00394,2014-12-09,Check,Withdrawal,85829
T02348,A00338,2014-04-09,Credit_Card,Deposit,73818
T02349,A00082,2023-06-26,Check,Withdrawal,2943
T02350,A00317,2018-02-18,Credit_Card,Purchase,70591
T02351,A00419,2015-09-20,Check,Transfer,57603
T02352,A00166,2022-03-26,Check,Withdrawal,4203
T02353,A00906,2014-05-04,Credit_Card,Transfer,76958
T02354,A00794,2021-06-13,Debit_Card,Withdrawal,49070
T02355,A00745,2018-10-26,Cash,Deposit,27050
T02356,A00163,2021-04-08,Check,Withdrawal,50872
T02357,A00300,2023-01-17,Debit_Card,Transfer,78043
T02358,A00834,2019-02-04,Debit_Card,Transfer,53455
T02359,A00142,2021-10-06,Credit_Card,Transfer,55995
T02360,A00092,2022-12-13,Debit_Card,Transfer,51586
T02361,A00725,2020-02-26,Debit_Card,Transfer,68202
T02362,A00254,2021-09-24,Credit_Card,Purchase,28183
T02363,A00834,2018-11-19,Check,Purchase,61646
T02364,A00335,2015-10-27,Credit_Card,Purchase,63903
T02365,A00051,2014-12-19,Cash,Deposit,51712
T02366,A00136,2020-11-23,Cash,Withdrawal,53388
T02367,A00255,2022-09-28,Check,Transfer,25840
T02368,A00548,2014-11-27,Credit_Card,Withdrawal,75171
T02369,A00459,2022-09-15,Debit_Card,Deposit,73818
T02370,A00190,2022-08-17,Cash,Deposit,34109
T02371,A00613,2021-06-26,Check,Withdrawal,95751
T02372,A00727,2016-06-23,Cash,Purchase,55604
T02373,A00104,2015-07-21,Debit_Card,Deposit,70236
T02374,A00829,2018-05-15,Credit_Card,Purchase,14439
T02375,A00861,2019-05-06,Credit_Card,Withdrawal,17947
T02376,A00907,2021-11-21,Check,Transfer,21367
T02377,A00099,2019-01-31,Cash,Withdrawal,5324
T02378,A00104,2016-12-06,Credit_Card,Withdrawal,21801
T02379,A00809,2016-08-13,Credit_Card,Purchase,3009
T02380,A00158,2019-08-28,Credit_Card,Purchase,82182
T02381,A00011,2017-06-05,Cash,Deposit,16345
T02382,A00268,2017-07-05,Cash,Transfer,23058
T02383,A00480,2023-05-16,Credit_Card,Transfer,12533
T02384,A00360,2014-08-01,Cash,Purchase,82101
T02385,A00676,2019-04-16,Check,Withdrawal,13760
T02386,A00756,2015-03-28,Debit_Card,Withdrawal,84638
T02387,A00660,2015-04-28,Check,Deposit,51303
T02388,A00073,2022-07-13,Debit_Card,Deposit,82755
T02389,A00365,2019-08-22,Debit_Card,Purchase,64128
T02390,A00370,2016-07-04,Credit_Card,Deposit,48328
T02391,A00506,2014-04-06,Cash,Withdrawal,58435
T02392,A00494,2018-07-13,Credit_Card,Deposit,19594
T02393,A00989,2023-03-05,Check,Purchase,36252
T02394,A00873,2016-06-04,Check,Withdrawal,74582
T02395,A00241,2017-11-05,Credit_Card,Transfer,616
T02396,A00177,2020-02-20,Check,Purchase,81452
T02397,A00180,2015-01-05,Cash,Withdrawal,90889
T02398,A00454,2020-06-19,Check,Purchase,38826
T02399,A00209,2020-10-29,Check,Withdrawal,96427
T02400,A00267,2020-10-18,Credit_Card,Deposit,14419
T02401,A00186,2022-06-13,Check,Withdrawal,83533
T02402,A00424,2016-09-21,Check,Purchase,58650
T02403,A00169,2014-12-22,Cash,Withdrawal,27449
T02404,A00752,2020-01-23,Debit_Card,Deposit,79728
T02405,A00402,2019-05-09,Credit_Card,Purchase,45192
T02406,A00371,2021-07-27,Debit_Card,Purchase,82494
T02407,A00683,2014-06-25,Check,Withdrawal,45523
T02408,A00506,2019-08-11,Credit_Card,Transfer,42217
